input_text,prefix,target_text,group
Something that might happen when you wait tables is ,free-cs,you serve food,Mapping
Mercury is ,free-cs,a planet.,Filling
Mercury is ,free-cs,the planet closest to the Sun,Filling
Mercury is ,free-cs,poisonous.,Filling
If you want to read a book then you should ,free-cs,open a book,Mapping
If you want to read a book then you should ,free-cs,turn on the light.,Mapping
If you want to read a book then you should ,free-cs,go to a library,Mapping
If you want to program then you should ,free-cs,Learn a programming language.,Mapping
If you want to program then you should ,free-cs,learn a programming language,Mapping
If you want to program then you should ,free-cs,learn programming,Mapping
If you want to listen to the radio then you should ,free-cs,turn on your radio,Mapping
If you want to listen to the radio then you should ,free-cs,turn it on,Mapping
If you want to listen to the radio then you should ,free-cs,switch the radio on,Mapping
If you want to have a checkup then you should ,free-cs,make a doctor's appointment.,Mapping
If you want to have a checkup then you should ,free-cs,go to the doctors,Mapping
If you want to have a checkup then you should ,free-cs,call the doctor.,Mapping
If you want to go to get a haircut then you should ,free-cs,go to the barber.,Mapping
If you want to go to get a haircut then you should ,free-cs,go to an hairdresser,Mapping
If you want to go to get a haircut then you should ,free-cs,wash your hair,Mapping
If you want to bathe then you should ,free-cs,disrobe,Mapping
If you want to bathe then you should ,free-cs,take your clothes off,Mapping
If you want to bathe then you should ,free-cs,take off your clothes.,Mapping
Ice is ,free-cs,very cold.,Filling
Ice is ,free-cs,hard,Filling
Ice is ,free-cs,frozen water,Filling
Humans have ,free-cs,two legs,Filling
Humans have ,free-cs,two arms and two legs,Filling
Humans have ,free-cs,brains,Filling
Children can ,free-cs,share toys.,Filling
Children can ,free-cs,play a game,Mapping
Children can ,free-cs,succeed their parents,Filling
Cats have ,free-cs,whiskers.,Filling
Cats have ,free-cs,fur,Filling
Cats have ,free-cs,eyes,Filling
Cats can ,free-cs,hunt mice,Filling
Cats can ,free-cs,eat mice.,Filling
Cats can ,free-cs,eat meat,Filling
An activity a cat can do is ,free-cs,purr,Filling
An activity a cat can do is ,free-cs,cleaning itself.,Filling
An activity a cat can do is ,free-cs,scratch furniture,Filling
A woman can ,free-cs,marry a man.,Mapping
A woman can ,free-cs,wear a dress.,Mapping
A woman can ,free-cs,part her hair.,Filling
A student can ,free-cs,read a book,Mapping
A student can ,free-cs,question their teacher.,Mapping
A student can ,free-cs,fail a test,Mapping
A person does not want ,free-cs,to be poisoned.,Filling
A person does not want ,free-cs,to have a depression.,Mapping
A person does not want ,free-cs,to catch the flu,Mapping
A dog has ,free-cs,four legs,Filling
A dog has ,free-cs,teeth,Filling
A dog has ,free-cs,two ears.,Filling
weeding the garden is for ,free-cs,getting rid of unwanted plants,Filling
weeding the garden is for ,free-cs,gardeners,Filling
weeding the garden is for ,free-cs,getting rid of the weeds,Mapping
washing clothes requires ,free-cs,water.,Filling
washing clothes requires ,free-cs,laundry detergent.,Filling
washing clothes requires ,free-cs,laundry detergent,Filling
students can ,free-cs,master subjects,Filling
students can ,free-cs,doubt their teachers,Filling
students can ,free-cs,read books,Filling
stabbing to death is for ,free-cs,Killing somebody,Mapping
stabbing to death is for ,free-cs,murdering,Filling
stabbing to death is for ,free-cs,murders,Filling
spending money requires ,free-cs,having money.,Filling
spending money requires ,free-cs,that i buy something,Mapping
spending money requires ,free-cs,earning money,Filling
sitting down requires ,free-cs,bending your knees,Mapping
sitting down requires ,free-cs,something to sit on.,Filling
sitting down requires ,free-cs,finding a seat,Filling
singing requires ,free-cs,breathing,Filling
singing requires ,free-cs,sound,Filling
singing requires ,free-cs,sounds,Filling
sewing is for ,free-cs,making clothing,Filling
sewing is for ,free-cs,repair of clothing,Filling
sewing is for ,free-cs,fixing clothes,Filling
riding a bicycle is for ,free-cs,To excercise,Filling
riding a bicycle is for ,free-cs,exercise.,Filling
riding a bicycle is for ,free-cs,health,Filling
remembering a phone number requires ,free-cs,repeating it to yourself.,Mapping
remembering a phone number requires ,free-cs,memorization,Mapping
remembering a phone number requires ,free-cs,good memory,Mapping
playing is for ,free-cs,having fun,Filling
playing is for ,free-cs,Relaxing,Filling
playing is for ,free-cs,learning.,Filling
performing is for ,free-cs,entertainment,Filling
performing is for ,free-cs,actors.,Filling
performing is for ,free-cs,singers,Filling
people are ,free-cs,humans,Filling
people are ,free-cs,persons,Filling
people are ,free-cs,strange,Filling
people  can ,free-cs,play games,Filling
people  can ,free-cs,watch TV,Filling
people  can ,free-cs,thank God,Filling
paying by check requires ,free-cs,checkbook,Filling
paying by check requires ,free-cs,identification.,Filling
paying by check requires ,free-cs,a checking account.,Filling
painting a picture is for ,free-cs,artistic expression,Mapping
painting a picture is for ,free-cs,artists.,Filling
painting a picture is for ,free-cs,expressing yourself.,Filling
lawyers can ,free-cs,object in court,Filling
lawyers can ,free-cs,settle lawsuits,Filling
lawyers can ,free-cs,prove their cases,Filling
kissing someone is for ,free-cs,expressing love,Filling
kissing someone is for ,free-cs,love,Filling
kissing someone is for ,free-cs,showing love.,Filling
kissing is for ,free-cs,showing affection,Filling
kissing is for ,free-cs,foreplay,Filling
kissing is for ,free-cs,Saying goodbye,Filling
jumping out of a window is for ,free-cs,commiting suicide,Filling
jumping out of a window is for ,free-cs,escaping fire,Filling
jumping out of a window is for ,free-cs,escaping,Filling
having a conversation requires ,free-cs,you to talk,Mapping
having a conversation requires ,free-cs,listening to each other,Mapping
having a conversation requires ,free-cs,listening,Mapping
going to a party is for ,free-cs,Fun,Filling
going to a party is for ,free-cs,being together with others.,Mapping
going to a party is for ,free-cs,socializing.,Filling
going to a laundromat is for ,free-cs,Washing your clothes,Mapping
going to a laundromat is for ,free-cs,washing your cloths.,Mapping
going to a laundromat is for ,free-cs,cleaning your clothing,Mapping
fire can ,free-cs,burn things,Filling
fire can ,free-cs,burn houses,Filling
fire can ,free-cs,heat food,Filling
dogs are ,free-cs,very common pets,Filling
dogs are ,free-cs,great pets,Filling
dogs are ,free-cs,very smart,Filling
diminishing your own hunger requires ,free-cs,eating more food,Mapping
diminishing your own hunger requires ,free-cs,food,Filling
diminishing your own hunger requires ,free-cs,food.,Filling
coke is ,free-cs,a type of soda,Filling
coke is ,free-cs,a soda.,Filling
coke is ,free-cs,a kind of drink.,Filling
chicken is ,free-cs,food,Filling
chicken is ,free-cs,a type of meat,Filling
chicken is ,free-cs,meat.,Filling
bringing in a verdict requires ,free-cs,being in a jury,Mapping
bringing in a verdict requires ,free-cs,a judge,Mapping
bringing in a verdict requires ,free-cs,a judge.,Mapping
boys can ,free-cs,date girls,Filling
boys can ,free-cs,kiss girls,Filling
boys can ,free-cs,shine shoes,Filling
bathing is for ,free-cs,getting clean,Filling
bathing is for ,free-cs,cleansing the body,Filling
bathing is for ,free-cs,removing dirt.,Filling
a woman can ,free-cs,wear a dress,Mapping
a woman can ,free-cs,choose her man,Mapping
a woman can ,free-cs,part her hair,Filling
a weapon is for ,free-cs,killing,Mapping
a weapon is for ,free-cs,threatening someone,Filling
a weapon is for ,free-cs,self-defense,Filling
a tool is for ,free-cs,building things.,Filling
a tool is for ,free-cs,making things.,Filling
a tool is for ,free-cs,fixing things.,Filling
a student can ,free-cs,listen the teacher,Mapping
a student can ,free-cs,complete their homework,Filling
a student can ,free-cs,ask questions,Mapping
a street is used for ,free-cs,driving on,Filling
a street is used for ,free-cs,walking,Filling
a street is used for ,free-cs,travel.,Filling
a sheet is for ,free-cs,covering a bed,Filling
a sheet is for ,free-cs,sleeping under,Filling
a sheet is for ,free-cs,a bed.,Filling
a sea is ,free-cs,a large body of salt water,Filling
a sea is ,free-cs,a large body of salt water,Filling
a sea is ,free-cs,a body of salt water.,Filling
a river is used for ,free-cs,fishing.,Filling
a river is used for ,free-cs,swimming.,Filling
a river is used for ,free-cs,transportation of goods.,Filling
a party is for ,free-cs,fun,Filling
a party is for ,free-cs,celebrating,Filling
a party is for ,free-cs,meeting people,Filling
a flask is used for ,free-cs,holding liquids,Filling
a flask is used for ,free-cs,drinking,Filling
a flask is used for ,free-cs,holding wine.,Filling
a dog is ,free-cs,a man's best friend,Mapping
a dog is ,free-cs,a good friend,Filling
a dog is ,free-cs,a four legged animal,Filling
a cat is ,free-cs,furry,Filling
a cat is ,free-cs,a feline,Filling
a cat is ,free-cs,not a dog,Filling
a boy is ,free-cs,a young human male,Filling
a boy is ,free-cs,a young man,Filling
a boy is ,free-cs,a man.,Filling
a ball is for ,free-cs,playing a game.,Filling
a ball is for ,free-cs,bouncing,Filling
a ball is for ,free-cs,bowling.,Filling
You would tickle because you want ,free-cs,to make me laugh,Mapping
You would tickle because you want ,free-cs,to laugh,Mapping
You would tickle because you want ,free-cs,to make someone laugh,Mapping
You would read the newspaper because you want ,free-cs,to be informed.,Mapping
You would read the newspaper because you want ,free-cs,to read Anne Landers.,Mapping
You would read the newspaper because you want ,free-cs,to follow a court case.,Mapping
You would read a book because you want ,free-cs,to learn something,Mapping
You would read a book because you want ,free-cs,to relax,Mapping
You would read a book because you want ,free-cs,to be entertained,Mapping
You would procreate because you want ,free-cs,a child,Mapping
You would procreate because you want ,free-cs,children,Filling
You would procreate because you want ,free-cs,children,Filling
You would get wet because you want ,free-cs,sex,Filling
You would get wet because you want ,free-cs,to be cool,Filling
You would get wet because you want ,free-cs,to be cool,Filling
You would exercise because you want ,free-cs,to be healthy,Mapping
You would exercise because you want ,free-cs,to stay fit,Mapping
You would exercise because you want ,free-cs,lose weight,Mapping
